,mse,ssim,pod,far,csi
0,0.0037973116,0.6811379193170981,0.6770929162833487,0.23651452282157676,0.5596958174904944
1,0.005051414,0.21399891057859116,0.6720647773279352,0.3182751540041068,0.5115562403697997
2,0.0042261067,0.5908158526797511,0.683982683982684,0.3875968992248062,0.4773413897280967
3,0.004737553,0.6613248534193062,0.6819221967963387,0.3772204806687565,0.4825910931174089
4,0.005711839,0.5224753231667962,0.4348717948717949,0.46055979643765904,0.31712789827973076
5,0.00474378,0.24853507425595353,0.17782217782217782,0.40863787375415284,0.1583629893238434
6,0.003329226,0.46502937173283254,0.34634760705289674,0.5183887915936952,0.25229357798165136
7,0.003989157,0.47151017115957655,0.06649616368286446,0.6623376623376623,0.058823529411764705
8,0.0033049632,0.6572585494808054,0.1400359066427289,0.7,0.10554803788903924
9,0.003572263,0.45338559552792357,0.10836501901140684,0.7466666666666667,0.08213256484149856
